time_s,fps,kbps,server_ms,server_ms_std,compute_ms,render_ms,decode_ms,decode_ms_std,lat_mean_ms,lat_std_ms,lat_p50_ms,lat_p95_ms,lat_max_ms,lost,ctrl_events,phase
1.217,2.6,844,29.931,9.231,71.783,277.859,8.853,5.130,1083.5,95.5,1179.0,1179.0,1179.0,0,0,far
2.217,2.6,374,22.014,0.036,71.869,278.228,5.494,1.265,746.5,75.5,822.0,822.0,822.0,0,0,far
3.356,2.6,344,23.194,1.670,71.826,278.264,4.289,0.775,759.7,16.9,769.0,774.0,774.0,0,0,far
4.520,2.6,356,21.963,0.126,71.856,277.719,3.739,0.350,833.7,113.9,803.0,986.0,986.0,0,0,far
5.673,2.6,318,23.234,1.693,71.824,277.716,3.302,0.216,984.0,190.3,1010.0,1203.0,1203.0,0,0,far
6.817,2.6,330,22.041,0.181,71.870,278.902,3.511,0.304,714.3,15.1,714.0,733.0,733.0,0,0,far
7.954,2.6,326,21.958,0.134,71.855,278.249,3.515,0.299,718.3,14.6,709.0,739.0,739.0,0,0,far
9.110,2.6,379,25.273,4.522,71.843,279.289,3.993,0.747,740.7,12.7,747.0,752.0,752.0,0,0,far
10.257,2.6,326,22.310,0.216,71.830,278.253,3.895,0.581,748.7,38.2,734.0,801.0,801.0,0,0,far
11.388,2.6,323,23.197,2.015,71.863,278.307,3.662,0.328,757.7,60.5,743.0,838.0,838.0,0,0,far
12.535,2.6,327,22.242,0.468,71.910,278.318,3.399,0.130,736.0,13.5,737.0,752.0,752.0,0,0,far
13.679,2.6,394,23.123,1.045,71.829,277.014,4.330,0.669,732.7,18.7,722.0,759.0,759.0,0,58,orbit
14.796,2.6,306,23.568,1.707,71.847,275.012,4.163,0.855,715.0,6.5,712.0,724.0,724.0,0,70,orbit
15.914,2.7,163,22.046,0.072,71.871,273.573,2.763,0.185,664.0,14.2,655.0,684.0,684.0,0,69,orbit
17.040,2.7,222,22.116,0.092,71.857,272.100,2.632,0.241,666.3,10.6,667.0,679.0,679.0,0,70,orbit
18.174,2.6,272,24.869,3.610,71.827,273.405,2.995,0.174,667.7,7.9,670.0,676.0,676.0,0,71,orbit
