time_s,fps,kbps,server_ms,server_ms_std,compute_ms,render_ms,decode_ms,decode_ms_std,lat_mean_ms,lat_std_ms,lat_p50_ms,lat_p95_ms,lat_max_ms,lost,ctrl_events,phase
1.288,16.4,2691,24.023,2.314,19.631,17.454,5.695,2.791,0.0,0.0,0.0,0.0,0.0,0,0,far
1.826,16.0,2027,23.138,0.638,19.548,17.218,3.685,1.231,0.0,0.0,0.0,0.0,0.0,0,0,far
2.050,16.2,2099,22.456,1.594,19.590,17.223,3.801,0.777,1551.8,179.2,1544.0,1833.0,1833.0,0,0,far
2.330,16.4,2163,22.684,0.624,19.607,17.206,3.054,0.487,705.7,194.2,717.0,1046.0,1046.0,0,0,far
3.633,16.4,2175,23.057,0.779,19.578,17.274,3.462,0.392,511.7,109.9,539.0,697.0,697.0,0,0,far
4.624,16.5,2160,22.629,1.724,19.554,17.205,3.478,0.594,548.7,87.8,580.0,696.0,696.0,0,0,far
5.497,16.3,2105,23.238,1.007,19.685,17.234,3.266,0.323,525.6,109.8,482.0,741.0,741.0,0,0,far
6.600,16.3,2392,22.416,1.353,19.564,17.271,4.009,0.829,568.4,76.0,538.0,701.0,701.0,0,0,far
7.771,16.5,2157,22.273,1.483,19.549,17.255,3.867,0.727,505.4,117.4,442.0,701.0,701.0,0,0,far
8.698,16.4,2099,22.886,1.019,19.593,17.351,4.436,1.371,545.4,101.0,545.0,687.0,687.0,0,0,far
9.741,16.4,2287,22.563,1.338,19.566,17.322,4.731,0.948,579.4,125.1,646.0,724.0,724.0,0,0,far
10.655,16.3,2075,23.232,0.540,19.573,17.224,3.441,0.698,473.0,78.5,473.0,633.0,633.0,0,0,far
11.938,16.0,2064,23.270,0.518,19.522,17.207,3.329,0.437,1047.7,118.1,1088.0,1236.0,1236.0,0,21,orbit
13.026,16.1,2702,23.243,0.731,19.585,17.208,3.549,0.402,489.4,113.9,505.0,688.0,688.0,0,67,orbit
13.860,16.3,2721,23.201,0.650,19.551,17.181,3.440,0.784,523.9,105.2,565.0,714.0,714.0,0,52,orbit
15.869,16.5,2263,22.698,1.743,19.605,17.201,4.055,0.815,712.7,362.2,536.0,1423.0,1423.0,0,124,orbit
16.210,16.3,1791,23.209,0.845,19.558,17.192,3.194,0.734,1188.3,244.3,1336.0,1385.0,1385.0,0,21,orbit
17.001,16.2,1629,22.776,0.717,19.541,17.173,3.339,0.557,578.4,110.2,643.0,700.0,700.0,0,49,orbit
18.003,16.1,1790,22.732,1.553,19.540,17.169,3.282,0.684,530.8,85.2,550.0,683.0,683.0,0,62,orbit
18.983,16.0,1659,22.965,0.825,19.591,17.412,3.640,0.948,475.2,75.7,432.0,647.0,647.0,0,60,orbit
20.279,15.9,1542,23.514,0.681,19.571,17.780,3.419,0.558,427.3,101.8,399.0,705.0,705.0,0,81,orbit
21.015,16.5,1987,21.847,2.200,19.559,18.034,3.845,0.704,453.7,79.2,408.0,621.0,621.0,0,46,orbit
22.059,16.1,1683,23.068,0.354,19.584,18.006,3.592,0.658,374.0,9.7,372.0,396.0,396.0,0,65,orbit
23.388,16.3,1676,22.442,2.060,19.595,17.939,3.816,1.264,478.4,104.9,424.0,671.0,671.0,0,82,zoom_in
24.432,16.1,1699,23.196,0.729,19.563,17.998,3.419,0.665,511.5,92.8,520.0,670.0,670.0,0,65,zoom_in
25.295,15.7,1751,23.012,0.550,19.555,18.503,3.758,0.595,594.8,70.1,614.0,722.0,722.0,0,53,zoom_in
26.402,15.5,1442,23.146,0.595,19.608,19.433,3.990,0.842,513.9,98.7,479.0,694.0,694.0,0,69,zoom_in
